CompanyName,Year_Founded,HeadQuarter,Founders,Investor,Industry,Head Quarter,Industry In,AboutCompany,Amount in ($),Funding_Round_Series
F5,2018,New Delhi,"Lalit Aggarwal, Raghav Arora","Venture Catalysts, Jeevak Gupta",,New Delhi,Food & Beverages,F5 is a foods and beverages company.,300000.0,Pre-series A
Refyne,2020,Bangalore,"Chitresh Sharma, Apoorv Kumar","DST Global, RTP Global",,Bangalore,FinTech,Refyne partners with organisations to extend on-demand Earned Wage Access (EWA) to employees.,20000000.0,Series A
Greenjoules,2018,Pune,"R. Sethunath, V S Shridhar, V. Radhika, Viraraghavan Sankaran",Blue Ashva Capital,,Pune,Renewable Energy,Greenjoules is a green energy technology startup that specializes in making renewable biofuels.,4500000.0,Series A
MentorKart,2018,New Delhi,"Ashish Khare, SK Mohanty","Amit Singal, Manish Aggarwal",,New Delhi,Consulting,MentorKart™ helps to fulfil dreams and take that big step towards success.,150000.0,Seed
Leverage Edu,2017,New Delhi,Akshay Chaturvedi,"Trifecta Capital Advisors, Blume Ventures",,New Delhi,EdTech,AI-enabled marketplace designed to help students with their higher education and career growth plans,2000000.0,Debt
Kale Logistics,2010,Thane,"Amar More, Vipul Jain",Inflexor Ventures,,Thane,Logistics,Kale Logistics Solutions is a global IT solutions provider focused on providing cutting-edge technology solutions to the Logistics industry.,5000000.0,Series A
Pee Safe,2013,Gurugram,"Dheeraj Jain, Srijana Bagaria, Vikas Bagaria","Shaival Desai, Alkemi Venture Partners",,Gurugram,HealthCare,Redcliffe Hygiene Private Limited is India's fastest growing hygiene company.,3000000.0,Pre-series B
SimpliContract,2020,Bangalore,"Guru Venkatesan, Jinaraj PG, Makesh Kumar",Kalaari Capital,,Bangalore,Software,"SimpliContract is an Enterprise SaaS offering, focused on end to end Contract Life-cycle Management.",1800000.0,Seed
Dropshop,2019,Bangalore,"Udit Dhawan, Rohit Fernandes, Ravi Teja",Inflection Point Ventures,,Bangalore,Logistics,Building technology to make distribution efficient and cheaper for large and small FMCG companies,1000000.0,Pre-series A
Jumbotail,2015,Bangalore,"Ashish Jhina, Karthik Venkateswaran",Alteria Capital,,Bangalore,E-commerce,Jumbotail is an operator of an online marketplace that simplifies food and grocery shopping.,4000000.0,Debt
Convosight,2019,New Delhi,Tarun Dhamija,Qualgro,,New Delhi,SaaS startup,A mission - to help community builders become community entrepreneurs.,9000000.0,Series A
Junio,2020,New Delhi,Ankit Gera,"Amit Lakhotia, Pravin Jadhav",,New Delhi,FinTech,Junio is a kids-focused digital pocket money-smart card.,600000.0,Seed
Flexmoney,2015,Mumbai,Yezdi Lashkari,Pravega Ventures,,Mumbai,FinTech,"Flexmoney’s mission is to address the enormous digital credit market opportunity created by the disruption from e-commerce, EMI and BNPL checkout finance",4800000.0,Series A
Fampay,2019,Bangalore,"Kush Taneja, Sambhav Jain","Greenoaks Capital, Elevation Capital",,Bangalore,FinTech,India's first numberless card and UPI without a bank account,38000000.0,Series A
Apna,2019,Bangalore,Nirmit Parikh,"Sequoia Capital India, rocketship.vc",,Bangalore,Human Resources,India's Professional App - Apna is dedicated to solving the problem of unemployment at the grassroot level,70000000.0,Series B
BrowserStack,2011,Mumbai,"Nakul Aggarwal, Ritesh Arora",Accel,,Mumbai,SaaS startup,BrowserStack is a leading software testing platform powering over two million tests every day across 15 global data centres.,200000000.0,Series B
Vital,2018,New Delhi,Rahul Kumar,BLinC Invest,,New Delhi,Insuretech,"An affordable, digital health plan built around to cover both big and small expenses",3000000.0,Pre-series A
Imagimake,2011,Mumbai,"Disha Katharani, Ravi Kumar","Roha Investment Managers, angel investor Saumil Shah",,Mumbai,Innovation management,An innovative play system to help children create their imagination,500000.0,Pre-series A
MSMEx,2019,Andheri,"Amit Kumar, Vishal Kumar, Dilip Kumar, Khushboo Arora, Kumar Sambhav","TNF Ventures, Razorpay",,Andheri,EdTech,MSMEx connects micro and small Business Owners with curated Business Experts over live video.,1000000.0,Pre-series A
RenewBuy,2015,Gurugram,"Balachander Sekhar, Sandeep Nanda","Lok Capital, IIFL Asset Management",,Gurugram,Insuretech,Simplest way to renew car insurance. Get quote and insure car in couple of minutes,45000000.0,Series C
Kutumb,2020,Bangalore,"Mohit Sharma, Naveen Dewangan, Vipul Allawadhi","Tiger Global Management, DST Global",,Bangalore,Community platform,Kutumb is a social community enabler.,26000000.0,Series A
Superplum,2019,Noida,Shobhit Gupta,Marquee investors,,Noida,AgriTech,Building India's most sophisticated platform for high quality fresh food,3800000.0,Pre-series A
Upside AI,2017,Mumbai,"Kanika Agarrwal, Nikhil Hooda, Atanuu Agarrwal",Endiya Partners,,Mumbai,FinTech,Upside AI on the thesis that technology will make better investing decisions than humans over the long term.,1200000.0,Seed
Skillmatics,2016,Mumbai,Dhvanil Sheth,Sequoia Capital India,,Mumbai,EdTech,Skillmatics develops learning games for pre-school and primary school kids aged under 10,6000000.0,Series A
Bimaplan,2020,Bangalore,Vikul Goyal,"Roshan Abbas, Ritesh Malik",,Bangalore,Insuretech,Affordable insurance for the next billion Indians,2500000.0,Pre-series A
Bueno Finance,2019,Gurugram,"Saurav Gandhi, Sandeep Arora","Goat Capital, JAM Fund",,Gurugram,FinTech,"Bueno Gig Growth Technologies Pvt Ltd (""Bueno Finance"") is a financial services platform which aims is to help improve the financial health of customers.",3000000.0,Seed
CityMall,2019,Gurugram,"Angad Kikla, Naisheel Verdhan","General Catalyst, Jungle Ventures",,Gurugram,E-commerce,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,22000000.0,Series B
CoffeeMug.ai,2020,New Delhi,"Abhishek Sharma, Dipti Tandon","Paradigm Shift Capital, AngelList India",,New Delhi,Networking,"A video first global platform of senior professionals, connecting 1:1, virtually or over coffee, building a powerful, long-lasting relationship.",620000.0,Pre-seed
Kazam,2020,Bangalore,"Akshay Shekhar, Vaibhav Tyagi",Inflection Point Ventures,,Bangalore,EV startup,"Kazam provides end to end Electric Vehicle charging solutions for Office Spaces, Apartments, Restaurants, Shops",900000.0,Seed
BimaPe,2020,Mumbai,Rahul Mathur,"iSeed, Titan Capital",,Mumbai,FinTech,BimaPe demystifies Insurance and its Management for individuals and families across India. 'BimaPe Bharosa Karo',500000.0,Pre-seed
Synapsica,2017,New Delhi,"Meenakshi Singh, Dr Cherian, Kuldeep Singh Chauhan","IvyCap Ventures, Endiya Partners",,New Delhi,HealthCare,Artificial Intelligence tools to make quality diagnostic assessment available for all.,4000000.0,Series A
GoMechanic,2016,Gurugram,Kushal Karwa,"Tiger Global, Sequoia",,Gurugram,Automotive,"GoMechanic is India’s leading multi-brand car service company, committed to making the car servicing experience hassle-free & easy for everyone.",42000000.0,Series C
Classplus,2017,Noida,"Mukul Rustagi, Bhaswat Agarwal",Tiger Global,,Noida,EdTech,Classplus was born out of an urge to redefine classroom engagement in this country.,65000000.0,Series C
WINDO,2020,Hyderabad,"Silus Reddy Chintapalli, Rakesh Vaddadi",Unicorn India Ventures,,Hyderabad,E-commerce,Convert Instagram Page Into an Online Store in under 2-minutes. Create a free online store and automate your sales.,500000.0,Seed
GoBolt,2015,Gurugram,"Naitik Baghla, Parag Aggarwal, Sumit Sharma","Paragon Partners, Aavishkaar Capital",,Gurugram,Logistics,"GoBOLT is a tech-logistics company operating in Line Haul & Short Haul Trucking, creating value through dis-intermediation, increased asset utilization and extensive use of technology.",20000000.0,Series B
Loco,2018,Bangalore,"Anirudh Pandita, Ashwin Suresh","Krafton, Lumikai",,Bangalore,Gaming,Loco is India's leading live game streaming app.,9000000.0,Seed
Auric,2017,New Delhi,Deepak Agarwal,Venture Catalysts,,New Delhi,HealthCare,Contemporary Beauty & Wellness Brand Based on Ayurveda,2000000.0,Pre-series A
Airblack,2019,Gurugram,"Videt Jaiswal, Vaibhav Raj Gupta","Edge Ventures, Elevation Capital",,Gurugram,IT startup,Airblack is on a mission to help people convert their passion to a livelihood.,5200000.0,Series A
Nestroots,2016,Gurugram,Chhavi Singh,We Founder Circle,,Gurugram,Fashion,"Ottoman, Stool, Brass Kitchen Solutions, Masala Box, Roti Box, Bar Accessories and Many Gifting Options at Nestroots.",100000.0,Seed
TABLT,2018,Kolkata,Anish Agarwal,Siti Cable,,Kolkata,HealthCare,TABLT [Previously Sabse Sasta Dukaan] is one of India's most trusted online pharmacy dealing in medicines and other healthcare products.,3000000.0,Seies A
Hesa,2020,Hyderabad,"Vamsi Udayagiri, Hema Nandiraju","Venture Catalysts, 9unicorns",,Hyderabad,IT startup,HESA is connecting Bharat with India and India with Bharat Phygitally. We are bridging the gap for the world’s largest customer base that resides in rural India.,2000000.0,Seed
Treebo Hotels,2015,Bangalore,"Sidharth Gupta, Kadam Jeet Jain, Rahul Chaudhary",Accor,,Bangalore,Hospitality,Treebo Hotels is India's most loved hotel chain in the premium-budget segment.,16000000.0,Series D
Supertails,2021,Bangalore,"Vineet Khanna, Varun Sadana, Aman Tekriwal","Saama Capital, DSG Consumer Partners",,Bangalore,Pet care,Supertails is building a digital pet care platform which offers expert led healthcare services and products.,2600000.0,Pre-series A
SkilloVilla,2020,Bangalore,"Ronak Agrawal, Rajat Agrawal, Deepak Kharol",Titan Capital,,Bangalore,EdTech,Mission to support young graduates in enhancing their learnings and transform them into big earnings.,300000.0,Seed
Cancer Clinics,2014,Telugana,"Sonali Srungaram, Sasi Sunkara",Axilor,,Telugana,HealthCare,"Cancer Helpline is a source of information and support, helping with all the things that people affected by cancer want and need.",1500000.0,Pre-series A
Velocity,2020,Bangalore,"Abhiroop Medhekar, Atul Khichariya, Saurav Swaroop",Valar Ventures,,Bangalore,FinTech,Velocity provides revenue-based-financing to online businesses. It aims to build the future of banking and financial services for new age businesses in India.,1300000.0,Seed
Happy Jars,2016,New Delhi,"Surabhi Talwar, Vikram Sekhar",Inflection Point Ventures,,New Delhi,Food & Beverages,"Manufacture and retail a delicious range of all-natural nut butters, made without oil, sugar or preservatives.",400000.0,Seed
ExtraaEdge,2015,Pune,"Abhishek Ballabh, Sushil Mundada","9Unicorns Accelerator Fund, Indian Angel Network",,Pune,MarTech,Data Science powered - Admission & Marketing CRM Automation for Education Enrolments,1000000.0,Pre-series A
Zotalabs,2019,Pune,"Nausherwan Shah, Wasim Khan",Alfa Ventures,,Pune,Tech Startup,Zotalabs gives the power of Emerging Technology to your digital automation with our easy to use APIs.,1250000.0,Seed
Voiro,2014,Bangalore,"Anand Gopal, Kavita Shenoy",1Crowd,,Bangalore,Advertisement,Voiro is the first all-in-one revenue management suite exclusively for ad-led digital publishers across media.,1800000.0,Pre-series A
Rupifi,2019,Bangalore,Anubhav Jain,Quona Capital,,Bangalore,FinTech,Rupifi operates a software-as-a-service (SaaS) firm focussed on financial products.,4100000.0,Pre-series A
Moneyboxx,1994,Mumbai,Deepak Aggarwal,"Ashv Finance, BlackSoil Capital",,Mumbai,FinTech,Moneyboxx Finance provides easy access to financing to the deserving micro enterprises.,3000000.0,Debt
CityMall,2019,Gurugram,"Angad Kikla, Divij Goyal","WaterBridge Ventures, SAIF Partners",,Gurugram,E-commerce,CityMall is a social e-commerce platform that sells lifestyle and curated products via peer-to-peer referrals on WhatsApp.,11000000.0,Series A
Janani,2020,Bangalore,Nilay Mehrotra,"Sweta Rau, 9Unicorns Accelerator Fund",,Bangalore,Heathcare,Janani.ai is a fertility care provider.,1000000.0,Seed
ReshaMandi,2020,Bangalore,Utkarsh Apoorva,"Omnivore, Strive Ventures",,Bangalore,AgriTech,India's 1st award winning technology led digital ecosystem for Silk,1700000.0,Seed
DotPe,2019,Gurugram,"Anurag Gupta, Gyanesh Sharma, Shailaz Nag","PayU, Google",,Gurugram,FinTech,DotPe is a technology start-up providing a commerce and payments platform to offline enterprise businesses.,27000000.0,Series A
BYJU'S,2011,Bangalore,"Byju Raveendran, Divya Gokulnath","BlackRock, Owl Ventures",,Bangalore,EdTech,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,460000000.0,Series F
HealthPlix,2014,Bangalore,"Raghuraj Sunder Raju, Sandeep Gudibanda","JSW Ventures, Kalaari Capital",,Bangalore,HealthCare,HealthPlix is a healthtech startup,13500000.0,Series B
Masai School,2019,Bangalore,Prateek Shukla,"Unitus Ventures, Omidyar Network India",,Bangalore,EdTech,Masai School is a job-oriented software training services.,5000000.0,Series A
Stelis Biopharma,2007,Bangalore,Pudhucode Radhakrishnan Kannan,"RouteOne, Mankekar Family Office",,Bangalore,BioTechnology,Stelis Biopharma is a vertically integrated biopharmaceutical company.,195000000.0,Series B
NeoDove,2020,Jaipur,Aprit Khandelwal,India Quotient,,Jaipur,AI startup,"Neodove is an AI-powered, end to end tech-enabled customer communication and reporting solution.",15000000.0,Seed
KreditBee,2018,Bangalore,"Karthikeyan Krishnaswamy, Madhusudan Ekambaram, Wan Hong","Alpine Capital, PremjiInvest",,Bangalore,FinTech,KreditBee is a digital lending platform developed to assist young professionals with their personal finances.,75000000.0,Seed
True Balance,2014,Gurugram,"Cheolwon Lee, Jay Yi, Martin Lee","Bon Angels Venture Partners, Daesung Private Equity",,Gurugram,FinTech,True Balance is a digital wallet that enables users to access utility bill payment and other financial products.,10000000.0,Debt
FloBiz,2019,Bangalore,Rahul Raj,Elevation Capital,,Bangalore,Tech Startup,India’s first neobusiness platform,10000000.0,Series A
Jeevam Health,2020,New Delhi,"Kamran alam, Piyush vishwakarma",Y Combinator,,New Delhi,Health care,Jeevam Health is an Online Medical Clinic to Cure Root Cause of Chronic Issues in India.,1500000.0,Pre-seed
OZiva,2016,Mumbai,"Aarti, Mihir Gadani","F-Prime Capital, Eight Roads Ventures India",,Mumbai,Heathcare,OZiva is a plant-based Clean Nutrition Brand.,12000000.0,Series B
Blive,2004,Panaji,"Samarth Kholkar, Sandeep Mukherjee","Mumbai Angels, DNA Entertainment Networks",,Panaji,Tourism,B: Live is an electric vehicle tourism startup.,1000000.0,Pre-series A
Euler Motors,2018,New Delhi,Saurav Kumar,"ADB Ventures, Jetty Ventures",,New Delhi,Automotive,Electric Light Commercial Vehicle,2600000.0,Series A
Pixxel,2019,Bangalore,"Awais Ahmed, Kshitij Khandelwal","Techstars, Ryan Johnson",,Bangalore,SpaceTech,Pixxel is a Bengaluru-based space technology startup building a constellation of advanced earth imaging small satellites.,7300000.0,Seed
Prescinto,2016,Gujarat,Puneet Jaggi,"Venture Catalysts, 9Unicorns Accelerator Fund",,Gujarat,Solar,Prescinto is the brain of a solar plant delivering Actionable Intelligence to Increase Generation.,3500000.0,Seed
MyGlamm,2015,Mumbai,Darpan Sanghvi,Bessemer Venture Partners,,Mumbai,Beauty products,MyGlamm is a direct-to-consumer brand of award winning European beauty products.,20000000.0,Series C
Chirrup,2020,Bangalore,"Vipul Garg, Sourav Lashkari, Mehul Mittal","Titan Capital, iSeed, First Cheque, 3.0 Fund.",,Bangalore,Gaming,Video integrated social-gaming platform,300000.0,Pre-seed
Juicy Chemistry,2014,Coimbatore,"Megha, Pritesh Asher.",Akya Ventures,,Coimbatore,HealthCare,Juicy Chemistry operates as an eponymous consumer brand.,6300000.0,Series A
Indifi,2015,Gurugram,"Alok Mittal, Siddharth Mahanot, Sundeep Sahi","Elevar Equity, Accel India",,Gurugram,FinTech,Indifi Technologies is a digital lending platform that offers loans to those that have potential and intent.,5000000.0,Debt
Bimaplan,2020,Mumbai,Vikul Goyal,"Titan Capital, Y Combinator",,Mumbai,FinTech,Affordable insurance for the next billion Indians,500000.0,Seed
YAP,2014,Chennai,"Madhusudanan R, Prabhu R","Jitendra Gupta, Better Capital",,Chennai,FinTech,YAP is the API Platform for Banking and Payments products in Asia. More than 200 Fintechs across Asia rely on YAP,10000000.0,Series B
