funding_year,company_name,founded_year,headquarters_city,headquarters_state,industry,about_company,founders,investor,amount_usd,funding_round
2018,Wellthy Therapeutics Pvt Ltd,,Mumbai,Maharashtra,"Health Care, Hospital","Wellthy is a digital therapeutics company focused on improving patient health through the intersection of technology, and clinical outcomes.",,,1620000.0,Seed
2018,WheelsEMI,,Pune,Maharashtra,â,"WheelsEMI is the brand name of NBFC, WheelsEMI Pvt. Ltd.",,,14000000.0,Series B
2018,Wholesome Habits (EAT Anytime),,Mumbai,Maharashtra,"Food and Beverage, Snack Food",Wholesome Habits (EAT Anytime) is a healthy snacks Company.,,,500000.0,Seed
2018,Wicked Ride Adventure Services Private Limited,,Bangalore,Karnataka,"Automotive, Last Mile Transportation, Peer to Peer, Ride Sharing",Peer-to-Peer motor vehicles sharing,,,10000000.0,Venture - Series Unknown
2018,Wide Mobility Mechatronics,,Bangalore,Karnataka,Industrial Automation,Wide Mobility Mechatronics is a Private Company limited by Shares,,,,Seed
2018,Wimoxez,,Hyderabad,Andhra Pradesh,Internet,"Data Intelligence Publishing Platform, We bring the best resources to learn valuable technologies which will shape tomorrow.",,,20000.0,Seed
2018,Wishberry,,Mumbai,Maharashtra,"Crowdfunding, Finance, Financial Services",Wishberry is a rewards-based crowdfunding platform that enables users to raise funds for their creative and innovative ideas.,,,1200000.0,Series A
2018,Wishfie,,Bangalore,Karnataka,Apps,A platform for people to express their opinions in form of short videos around any topic.,,,,Seed
2018,Wishup,,Azadpur,Delhi,"Consumer Applications, Information Services, Location Based Services, Virtual Assistant",Premium Personal Assistance service,,,,Seed
2018,Wooden Street,,Jaipur,Rajasthan,"E-Commerce, Furniture, Home Decor, Interior Design, Internet",Woodenstreet.com ensures to fulfill customerâs unique furniture requirements by crafting one-of-a-kind furniture pieces.,,,1000000.0,Series A
2018,Workflexi,,Bangalore,Karnataka,Human Resources,"Be Smart, Work on Contract,Be Smart, Hire on Contract",,,120000.0,Seed
2018,Worxogo,,Bangalore,Karnataka,Information Technology,worxogoâs is a pioneering persuasive technology products align employee behaviours .,,,1980000.0,Series A
2018,Wow Express,,Mumbai,Maharashtra,"Delivery, Information Technology, Mobile Apps","WOW, as customers react to his studiously taught, trained, polite and courteous nature.",,,4500000.0,Series A
2018,Wow Venue,,Mumbai,Maharashtra,Events,Wow Venue is an online platform.,,,1500000.0,Venture - Series Unknown
2018,Xplorabox,,Noida,Uttar Pradesh,"E-Commerce, Education, Health Care",Xplorabox is as an educational activity box subscription startup aiming to revolutionize the early education industry.,,,,Seed
2018,Yaantra,,Delhi,Delhi,"Information Services, Information Technology, Mobile, Software","Yaantra, Indiaâs leading mobile phone repair, refurbished & Unboxed centre In India",,,2000000.0,Debt Financing
2018,YourOwnROOM,,Bangalore,Karnataka,"Online Portals, Property Management, Rental","Good quality, strategically located homes closer to work for millennials",,,750000.0,Seed
2018,Yumlane,,Mumbai,Maharashtra,"Food and Beverage, Food Delivery, Snack Food",Food startup Yumlane operated by QwikPik Technology,,,4000000.0,Series A
2018,ZAMROO,,India,Asia,"Internet, Marketplace, Shopping",Zamroo is a growing mobile marketplace that allows users to buy and sell locally.,,,,Seed
2018,ZestMoney,,Bangalore,Karnataka,"Big Data, Consumer Lending, FinTech",Zest is India's first completely automated consumer digital lending platform.,,,13400000.0,Series A
2018,Zestl,,Pune,Maharashtra,Software,"No-Code Workflow Automation. Build enterprise applications in days with AI, Cognitive Automation, Collaboration and more built in.",,,,Seed
2018,ZiffyHomes,,New Delhi,Delhi,"Marketplace, Real Estate, Rental Property",ZiffyHomes is a technology driven marketplace to find out home on rent.,,,120000.0,Seed
2018,Zoctr Health,,Powai,Assam,"Apps, Health Care, Hospital, Mobile Apps",Zoctr Health Network is a first-of-its kind pan-India Home & Telehealth Company,,,,Seed
2018,Zomato,,Gurugram,Haryana,"Food Delivery, Hospitality, Reservations, Restaurants, Search Engine",Zomato is a search app offering detailed information for restaurants as well as online food delivery.,,,210000000.0,Secondary Market
2018,ZunRoof,,Gurugram,Haryana,"Environmental Consulting, Renewable Energy",ZunRoof is a rooftop focused solar startup.,,,199200.0,Angel
2018,Zyla Health,,New Delhi,Delhi,"Health Care, Hospitality",Zyla is transforming the way healthcare is delivered in India with specific focus on high-risk chronic patients.,,,,Seed
2018,alphaics Corporation,,Bangalore,Karnataka,"Cloud Computing, Computer, Semiconductor",Advancing AI compute,,,,Seed
2018,artbandhu,,Bangalore,Karnataka,"Digital Media, Internet, Media and Entertainment, Online Portals, Social Media",Ai platform for Art and Creative Community,,,15000.0,Pre-Seed
2018,arzooo.com,,Bangalore,Karnataka,"Consumer Electronics, E-Commerce, E-Commerce Platforms, Electronics, Shipping, Shopping",E-commerce website promising the best price on any product a consumer buys anywhere on the internet.,,,180000.0,Seed
2018,dishq,,Bangalore,Karnataka,â,dishq leverages food science and machine learning (AI) to understand and predict people's tastes.,,,400000.0,Seed
2018,docturnal,,Hyderabad,Andhra Pradesh,"Biotechnology, Diabetes, Health Care","Docturnal, an online platform, enables individuals to find information and diagnostic services related to diabetes, cancer, and more.",,,,Seed
2018,edureka!,,Bangalore,Karnataka,"Android, Big Data, Blockchain, Cloud Computing, EdTech, Education, Information Technology, iOS, Training, Web Development","Edureka is the fastest growing online learning platform that offers live, instructor-led courses for professionals from various industries.",,,2000000.0,Series A
2018,hoi foods,,Gurugram,Haryana,"Food and Beverage, Food Delivery",India's first hotel dedicated food brand which promises great in room dining experience in budget hotels,,,432000.0,Seed
2018,i2ifunding,,Noida,Uttar Pradesh,"Crowdfunding, Finance, Financial Services",i2ifunding is an online marketplace that connects borrowers looking for personal loans with investors looking for alternative investments.,,,600000.0,Angel
2018,iChamp,,Gurugram,Haryana,E-Learning,iChamp is an e education innovation product from RNM E-Services Pvt Ltd.,,,5000000.0,Seed
2018,mfine,,Bangalore,Karnataka,"Health Care, Hospital",Hospital & Health Care Start up,,,4200000.0,Series A
2018,myHQ,,Delhi,Delhi,"Collaboration, Communities, Coworking, Sharing Economy",myHQ turns your everyday coffee space into a perfect work zone. Get an amazing work environment without paying any rent.,,,500000.0,Series A
2018,myUpchar,,New Delhi,Delhi,"Health Care, Hospital, Wellness",To bring health issues to people in their language.,,,5000000.0,Series A
2018,srJna,,Jaipur,Rajasthan,Education,"SRJNA is a brand of Elation Edtech Pvt. Ltd., which helps schools to integrate hands on, affordable and turnkey STEM.",,,,Seed
2019,Azah Personal Care Pvt. Ltd.,2018.0,Gurugram,,Health,Aims to solve some problems in the feminine hygiene sector,"Mohammed, Shashwat Diesh","Kunal Bahl, Rohit Bansal.",,Pre series A
2019,CarDekho,2008.0,Jaipur,,Automobile,Enables people to buy and sell new/old cars.,Amit Jain,"Ping An Global Voyager Fund, Hillhouse Capital, Sequoia Capital",70000000.0,Series D
2019,Freightwalla,2017.0,Mumbai,,B2B,Provides digital platform for businesses to plan and manage their international freight shipments online,"Sanjay Bhatia, Bharat Tanvi, Punit Java","Amplo, FJ Labs, Rogue One Capital",4000000.0,Series A
2019,Freshokartz,2016.0,Jaipur,,E-marketplace,Online fruits and vegetables delivery company,Rajendra Lora,ThinkLab,150000.0,Pre series A
2019,GoMechanic,2016.0,Delhi,,Automobile & Technology,Find automobile repair and maintenance service providers,"Amit Bhasin, Kushal Karwa, Nitin Rana, Rishabh Karwa",Sequoia Capital,5000000.0,Series B
2019,HappyEasyGo,2017.0,Gurugram,,Travel,Online flight booking,"Vivek Prabhakar, Boris Zha","Korea Investment Partners (KIP), Samsung Venture Investment Corporation (SVIC), UOB Venture, 10 Fund, CVCapital, Zero2IPO Ventures, M&S Partners",49400000.0,Series B+
2019,HomeLane,2014.0,Chennai,,Interior design,Provides interior designing solutions,"Srikanth Iyer, Rama Harinath","Evolvence India Fund (EIF), Pidilite Group, FJ Labs",30000000.0,Series D
2019,HungerBox,2015.0,Bangalore,,Foodtech,"Offers B2B tech platform to corporates, aimed at improving the operations of their cafeterias","Sandipan Mitra, Uttam Kumar","Paytm, Asian VC fund NPTK, Sabre Partners, Neoplux.",12000000.0,Series C
2019,IndyFint,2019.0,Bangalore,,Virtual Banking,"It helps lenders to directly provide short-term loans to merchants, employees, and students",Paddy Padmanabhan,Saravanan Adiseshan,2100000.0,Series A
2019,Kaleidofin,2018.0,Chennai,,FinTech,Platform that provides complete financial solutions for excluded individuals and households,"Puneet Gupta, Sucharita Mukherjee",Oikocredit,5000000.0,Series A
2019,Kratikal,2013.0,Noida,,Technology,It is a product-based cybersecurity solutions provider,"Pavan Kushwaha, Paratosh Bansal, Dip Jung Thapa","Gilda VC, Art Venture, Rajeev Chitrabhanu.",1000000.0,Pre series A
2019,Lenskart,2010.0,Delhi,,E-commerce,It is a eyewear company,"Peyush Bansal, Amit Chaudhary, Sumeet Kapahi",SoftBank,275000000.0,Series G
2019,Licious,2015.0,Bangalore,,Food,Online meat shop,"Vivek Gupta, Abhay Hanjura",Vertex Ventures,25000000.0,Series D
2019,Purplle,2012.0,Mumbai,,Cosmetics,Online makeup and beauty products retailer,"Manish Taneja, Rahul Dash",Goldman Sachs,30000000.0,Series C
2019,Ruangguru,2014.0,Mumbai,,EdTech,"A learning platform that provides topic-based journey, animated videos, quizzes, infographic and mock tests to students","Adamas Belva Syah Devara, Iman Usman.",General Atlantic,150000000.0,Series C
2019,Seekify,2019.0,Delhi,,SaaS,Customer Experience (CX) Automation platform,"Arihant Jain, Ajeet Kushwaha",Sequoia Capita,1500000.0,Seed funding
2019,Shadowfax,2015.0,Bangalore,,Logistics,A platform for delivery services,"Abhishek Bansal, Vaibhav Khandelwal","Flipkart, Eight Roads Ventures, NGP Capital, Qualcomm Ventures, Mirae Asset Naver Fund, World Bank-backed IFC",60000000.0,Series D
2019,Sportido,2015.0,Noida,,Sports,It is a sports discovery app that helps to find people and places to play 700+ sports,"Neeraj Aggarwala, Akhil Ramachandran","Inflection Point Ventures, SucSEED Venture Partners.",,Series B
2019,Toffee Insurance,2017.0,Haryana,,Insurance technology,Provides variety of insurance plans and policies,"Nishant Jain, Rohan Kumar",IVM Intersurer,5500000.0,Series A
2019,Trell,2016.0,Bangalore,,Social Media,Blogging platform that enables people to create visual collections of their travel and local experiences,"Pulkit Agrawal, Prashant Sachan, Arun Lodhi, Bimal Kartheek Rebba","Ruizheng Investment, Tej Kapoor, Krinshavataram Venkata Vinjamuri, Harsh Shah",2000000.0,Pre series A
2019,Zest Money,2015.0,Bangalore,,FinTech,Uses AI to do risk profiling of e-commerce consumers who opt for EMI,"Chapman, Priya Sharma, Ashish Anantharaman",Goldman Sachs.,15000000.0,Series B
2019,Zetwerk,2018.0,Bangalore,,Manufacturing,Provides facilities to get products manufactured.,"Amit Acharya, Srinath Ramakkrushnan","Lightspeed and Greenoaks Capital, Sequoia India, Accel and Kae Capital",32000000.0,Series B
2019,eJOHRI,2015.0,Mumbai,,Jewellery,Omnichannel marketplace for gems and jewellery,"Jignesh Mehta, Shailen Mehta",Rajesh Ranavat,1000000.0,Pre series A
2020,5C Network,2014.0,Bangalore,,HealthTech,"5C is India's first Diagnostics Network, making Radiodiagnosis more Accessible, Affordable and Accurate",Kalyan Sivasailam,"Axilor Ventures, Unitus Ventures",1200000.0,Pre-series A
2020,Aavenir,2019.0,Ahmedabad,,SaaS,Source-to-Pay Software,Ashish Bhandari,Accel,2000000.0,Seed Round
2020,Acculi Labs,2017.0,Bangalore,,Healthcare,Acculi Labs is a clinical grade smartphone based diagnostic tool,"HariPrasath M., Rupam Das",Startup Basket.,600000.0,Seed
2020,Aibono,2014.0,Bangalore,,AgriTech,A next dimension food & farming platform that unites two ends of the food chain from growing to consuming,Vivek Rajkumar,"Menterra Venture Advisors, Rianta Capital",2000000.0,Pre-series A
2020,Airmeet,2019.0,Bangalore,,Tech Startup,"Airmeet is an all-in-one events platform for virtual summits, meetups, and workshops that includes virtual social lounge","Lalit Mangal, Manoj Singh, Vinay Kumar Jasti","Global Founders Capital, Redpoint",12000000.0,Series A
2020,AjnaLens,2014.0,Thane,,AR/VR startup,"AjnaLens develops AR/VR wearables primarily for the Defence, Education and enterprise customers.","Abhijit Patil, Abhishek Tomar, Pankaj Raut","Mohsin Hani Al Bahrani, MoD",1000000.0,Bridge
2020,AjnaLens,2014.0,Thane,,Deeptech,"It leverages technologies such as AR, VR & AI to offer hardware in areas such as education and defence","Pankaj Raut, Abhishek Tomar, Abhijit Patil","Maharashtra Defence, Aerospace Venture Fund (MDAVF)",1500000.0,Pre series A
2020,Anveshan,2019.0,Bangalore,,FoodTech,Provide quality and healthy food products,"Aayushi Khandelwal, Akhil Kansal, Kuldeep Parewa",Titan Capital,100000.0,Pre-seed
2020,Apna.co,2019.0,Bangalore,,Job portal,Can find all types of jobs from entry level to experienced people in over 60+ categories.,Nirmit Parikh,"Lightspeed India, Sequoia Capital India",8000000.0,Series A
2020,AppsFlyer,2011.0,Bangalore,,SaaS,Mobile marketing analytics and attribution platform,"Oren Kaniel, Reshef Mann",General Atlantic,210000000.0,Series D
2020,Arata,2017.0,New Delhi,,E-commerce,Arata is an e-commerce site for beauty products and cosmetics.,"Dhruv Madhok, Dhruv Bhasin",DSG Consumer Partners,1000000.0,Pre-series A
2020,Arya,1982.0,Noida,,AgriTech,"""Simplifying Agribusiness"" Throughout Agri-Supply chain, FPO Market Linkages, Market Research, Implementation","Chattanathan Devarajan, Prasanna Rao, Anand Chandra",Quona Capital,21000000.0,Series B
2020,Arzooo,2016.0,Bangalore,,Retail Tech,"Retail tech platform empowering 300,000+ small retailers in electronics space to compete with big organised players and increase sales","Khushnud Khan, Rishi Raj Rathore","3Lines, Jabbar Internet Group",7500000.0,Series A
2020,Ather Energy,2013.0,Bangalore,,Automobiles,Ather Energy is a manufacturer of electric scooters.,"Arun Vinayak, Swapnil Jain, Tarun Mehta",HeroMotoCorp Ltd and Sachin Bansal,35000000.0,Series D
